序号,位置,目标,扭矩,速度,电流,温度,电压,状态
2962,45,45,0,0,0,33,118,0,END
2963,45,45,0,0,0,33,118,0,END
2964,45,45,0,0,0,33,118,0,END
2965,45,45,0,0,0,33,118,0,END
2966,45,45,0,0,0,33,118,0,END
2967,45,45,0,0,0,33,118,0,END
2968,45,45,0,0,0,33,118,0,END
2969,45,45,0,0,0,33,118,0,END
2970,45,45,0,0,0,33,118,0,END
2971,45,45,0,0,0,33,118,0,END
2972,45,45,0,0,0,33,118,0,END
2973,45,45,0,0,0,33,118,0,END
2974,45,45,0,0,0,33,118,0,END
2975,45,45,0,0,0,33,118,0,END
2976,45,45,0,0,0,33,118,0,END
2977,45,45,0,0,0,33,118,0,END
2978,45,45,0,0,0,33,118,0,END
2979,45,45,0,0,0,33,118,0,END
2980,45,45,0,0,0,33,118,0,END
2981,45,45,0,0,0,33,118,0,END
2982,45,45,0,0,0,33,118,0,END
2983,45,45,0,0,0,33,118,0,END
2984,45,45,0,0,0,33,118,0,END
2985,45,45,0,0,0,33,118,0,END
2986,45,45,0,0,0,33,118,0,END
2987,45,45,0,0,0,33,118,0,END
2988,45,45,0,0,0,33,118,0,END
2989,45,45,0,0,0,33,118,0,END
2990,45,45,0,0,0,33,118,0,END
2991,45,45,0,0,0,33,118,0,END
2992,45,45,0,0,0,33,118,0,END
2993,45,45,0,0,0,33,118,0,END
2994,45,45,0,0,0,33,118,0,END
2995,45,45,0,0,0,33,118,0,END
2996,45,45,0,0,0,33,118,0,END
2997,45,50,-80,0,3,33,118,0,END
2998,58,68,-168,350,4,33,118,0,END
2999,83,93,-160,550,2,33,118,0,END
3000,108,118,-156,500,2,33,118,0,END
3001,134,144,-156,500,1,33,118,0,END
3002,158,169,-180,500,3,33,118,0,END
3003,184,194,-156,500,1,34,118,0,END
3004,209,219,-160,500,1,33,118,0,END
3005,233,244,-180,500,3,33,118,0,END
3006,259,269,-156,500,2,33,118,0,END
3007,284,294,-156,500,1,33,118,0,END
3008,310,320,-160,500,2,33,118,0,END
3009,334,345,-180,500,3,34,118,0,END
3010,360,370,-160,500,2,33,118,0,END
3011,384,395,-176,500,2,33,118,0,END
3012,410,420,-160,500,3,33,118,0,END
3013,435,445,-156,500,2,33,118,0,END
3014,460,471,-180,450,3,33,118,0,END
3015,486,496,-156,500,2,40,118,0,END
3016,511,521,-160,500,3,33,118,0,END
3017,536,546,-160,500,2,33,118,0,END
3018,560,571,-176,500,3,33,118,0,END
3019,587,596,-140,550,1,33,118,0,END
3020,611,622,-176,500,2,41,118,0,END
3021,636,647,-176,500,2,33,118,0,END
3022,662,672,-156,500,3,33,118,0,END
3023,687,697,-156,500,2,34,118,0,END
3024,712,722,-160,500,2,33,118,0,END
3025,737,747,-160,500,3,33,118,0,END
3026,762,772,-160,450,2,33,118,0,END
3027,788,798,-156,500,2,33,118,0,END
3028,813,823,-164,500,1,33,118,0,END
3029,837,848,-176,500,3,33,118,0,END
3030,863,873,-160,500,2,33,118,0,END
3031,888,898,-156,500,1,33,118,0,END
3032,913,923,-164,500,2,33,118,0,END
3033,938,948,-164,500,3,33,118,0,END
3034,963,974,-176,550,2,33,118,0,END
3035,989,999,-160,450,2,33,118,0,END
3036,1014,1024,-160,500,1,33,118,0,END
3037,1039,1049,-160,500,2,33,118,0,END
3038,1064,1075,-176,500,3,33,118,0,END
3039,1089,1099,-160,500,2,33,118,0,END
3040,1114,1124,-156,500,1,33,118,0,END
3041,1139,1150,-176,500,3,33,118,0,END
3042,1165,1175,-160,500,1,33,118,0,END
3043,1190,1200,-160,500,2,33,118,0,END
3044,1215,1225,-164,500,3,33,118,0,END
3045,1241,1251,-156,500,1,33,118,0,END
3046,1266,1276,-156,500,2,33,118,0,END
3047,1290,1301,-176,500,3,33,118,0,END
3048,1315,1326,-176,500,3,33,118,0,END
3049,1341,1351,-160,500,2,33,118,0,END
3050,1366,1376,-160,500,1,33,118,0,END
3051,1392,1402,-160,500,2,33,118,0,END
3052,1416,1426,-160,500,3,33,118,0,END
3053,1441,1452,-172,500,2,33,118,0,END
3054,1467,1477,-160,500,2,33,118,0,END
3055,1492,1502,-160,500,2,33,118,0,END
3056,1516,1527,-180,500,2,33,118,0,END
3057,1542,1553,-176,500,3,33,118,0,END
3058,1568,1578,-164,500,1,33,118,0,END
3059,1592,1603,-180,500,3,33,118,0,END
3060,1617,1628,-176,500,2,33,118,0,END
3061,1642,1653,-176,500,3,33,118,0,END
3062,1668,1678,-156,500,2,33,118,0,END
3063,1693,1703,-164,500,2,33,118,0,END
3064,1718,1728,-156,500,2,33,118,0,END
3065,1743,1754,-176,500,2,33,118,0,END
3066,1769,1779,-160,500,1,33,118,0,END
3067,1794,1804,-160,500,2,33,118,0,END
3068,1819,1829,-160,500,2,33,118,0,END
3069,1844,1854,-164,500,3,33,118,0,END
3070,1869,1879,-164,500,2,33,118,0,END
3071,1894,1905,-176,500,2,33,118,0,END
3072,1919,1930,-176,500,2,33,118,0,END
3073,1945,1955,-164,500,3,33,118,0,END
3074,1970,1980,-164,500,3,33,118,0,END
3075,1995,2006,-180,500,3,33,118,0,END
3076,2019,2026,-108,450,0,33,118,0,END
3077,2032,2034,-28,200,0,33,118,0,END
3078,2033,2034,0,0,0,33,118,0,END
3079,2033,2034,0,0,0,33,118,0,END
3080,2033,2034,0,0,0,33,118,0,END
3081,2033,2034,0,0,0,33,118,0,END
3082,2033,2034,0,0,0,33,118,0,END
3083,2033,2034,0,0,0,33,118,0,END
3084,2037,2043,-108,50,3,33,118,0,END
3085,2052,2057,-76,350,0,55,118,0,END
3086,2060,2061,24,150,0,33,118,0,END
3087,2060,2061,0,0,0,33,118,0,END
3088,2060,2061,0,0,0,33,118,0,END
3089,2060,2061,0,0,0,33,118,0,END
3090,2060,2061,0,0,0,33,118,0,END
3091,2060,2061,0,0,0,33,118,0,END
3092,2060,2061,0,0,0,33,118,0,END
3093,2060,2061,0,0,0,33,118,0,END
3094,2060,2061,0,0,0,33,118,0,END
3095,2060,2061,0,0,0,33,118,0,END
3096,2060,2061,0,0,0,33,118,0,END
3097,2060,2061,0,0,0,33,118,0,END
3098,2060,2061,0,0,0,33,118,0,END
3099,2060,2061,0,0,0,33,118,0,END
3100,2060,2061,0,0,0,33,118,0,END
3101,2060,2061,0,0,0,33,118,0,END
3102,2060,2061,0,0,0,33,118,0,END
3103,2060,2061,0,0,0,33,118,0,END
3104,2060,2061,0,0,0,33,118,0,END
3105,2060,2061,0,0,0,33,118,0,END
3106,2060,2061,0,0,0,33,118,0,END
3107,2060,2054,104,0,4,33,118,0,END
3108,2049,2039,156,-350,0,33,118,0,END
3109,2034,2033,-32,-350,0,33,118,0,END
3110,2031,2024,128,-50,3,33,118,0,END
3111,2020,2020,-32,-300,1,33,118,0,END
3112,2020,2020,0,0,0,33,118,0,END
3113,2020,2020,0,0,0,33,118,0,END
3114,2020,2020,0,0,0,33,118,0,END
3115,2020,2020,0,0,0,33,118,0,END
3116,2020,2020,0,0,0,33,118,0,END
3117,2020,2020,0,0,0,33,118,0,END
3118,2020,2020,0,0,0,33,118,0,END
3119,2020,2020,0,0,0,33,118,0,END
3120,2020,2020,0,0,0,33,118,0,END
3121,2020,2020,0,0,0,33,118,0,END
3122,2020,2030,-180,0,6,33,118,0,END
3123,2041,2045,-44,450,0,33,118,0,END
3124,2046,2048,-32,50,0,33,118,0,END
3125,2046,2048,-32,0,1,33,118,0,END
3126,2046,2048,-32,0,1,33,118,0,END
3127,2046,2048,-32,0,0,33,118,0,END
3128,2046,2048,-32,0,1,33,118,0,END
3129,2046,2048,-32,0,1,33,118,0,END
3130,2046,2048,-32,0,0,33,118,0,END
3131,2046,2048,-32,0,1,33,118,0,END
3132,2046,2048,-32,0,1,33,118,0,END
3133,2046,2048,-32,0,0,33,118,0,END
3134,2046,2048,-32,0,1,33,118,0,END
3135,2046,2048,-32,0,1,33,118,0,END
3136,2046,2048,-32,0,1,33,118,0,END
3137,2046,2048,-32,0,1,33,118,0,END
3138,2046,2048,-32,0,0,34,118,0,END
3139,2046,2048,-32,0,1,33,118,0,END
3140,2046,2048,-32,0,1,33,118,0,END
3141,2046,2048,-32,0,1,33,118,0,END
3142,2046,2048,-32,0,1,33,118,0,END
3143,2046,2048,-32,0,1,33,118,0,END
3144,2046,2048,-32,0,0,33,118,0,END
3145,2046,2048,-32,0,1,33,118,0,END
3146,2046,2048,-32,0,1,33,118,0,END
3147,2046,2048,-32,0,1,33,118,0,END
3148,2046,2048,-32,0,1,33,118,0,END
3149,2046,2048,-32,0,1,33,118,0,END
3150,2046,2048,-32,0,1,33,118,0,END
3151,2046,2048,-32,0,1,33,118,0,END
3152,2046,2048,-32,0,1,33,118,0,END
3153,2046,2048,-32,0,1,33,118,0,END
3154,2046,2048,-32,0,0,33,118,0,END
3155,2046,2048,-32,0,0,33,118,0,END
3156,2046,2048,-32,0,1,33,118,0,END
3157,2046,2048,-32,0,0,33,118,0,END
3158,2046,2048,-32,0,0,33,118,0,END
3159,2046,2048,-32,0,0,33,118,0,END
3160,2046,2048,-32,0,1,33,118,0,END
3161,2046,2048,-32,0,1,33,118,0,END
3162,2046,2048,-32,0,1,33,118,0,END
3163,2046,2048,-32,0,1,33,118,0,END
3164,2046,2048,-32,0,1,33,118,0,END
3165,2046,2048,-32,0,1,33,118,0,END
3166,2046,2048,-32,0,0,33,118,0,END
3167,2046,2048,-32,0,1,33,118,0,END
3168,2046,2048,-32,0,1,33,118,0,END
3169,2046,2048,-32,0,1,33,118,0,END
3170,2046,2048,-32,0,1,33,118,0,END
3171,2046,2048,-32,0,0,33,118,0,END
3172,2046,2048,-32,0,1,33,118,0,END
3173,2046,2048,-32,0,1,32,118,0,END
3174,2046,2048,-32,0,1,33,118,0,END
3175,2046,2048,-32,0,1,33,118,0,END
3176,2046,2048,-32,0,1,33,118,0,END
3177,2046,2048,-32,0,1,33,118,0,END
3178,2046,2048,-32,0,0,33,118,0,END
3179,2046,2048,-32,0,1,33,118,0,END
3180,2046,2048,-32,0,1,33,118,0,END
3181,2046,2048,-32,0,0,33,118,0,END
3182,2046,2048,-32,0,1,33,118,0,END
3183,2046,2048,-32,0,1,33,118,0,END
3184,2046,2048,-32,0,1,33,118,0,END
3185,2046,2048,-32,0,0,33,118,0,END
3186,2046,2048,-32,0,1,33,118,0,END
3187,2046,2048,-32,0,1,33,118,0,END
3188,2046,2048,-32,0,1,33,118,0,END
3189,2046,2048,-32,0,1,33,118,0,END
3190,2046,2048,-32,0,1,33,118,0,END
3191,2046,2048,-32,0,0,33,118,0,END
3192,2046,2048,-32,0,1,33,118,0,END
3193,2046,2048,-32,0,1,33,118,0,END
3194,2046,2048,-32,0,0,33,118,0,END
3195,2046,2048,-32,0,1,33,118,0,END
3196,2046,2048,-32,0,1,33,118,0,END
3197,2046,2048,-32,0,1,33,118,0,END
3198,2046,2048,-32,0,0,33,118,0,END
3199,2046,2048,-32,0,1,33,118,0,END
3200,2046,2048,-32,0,0,33,118,0,END
3201,2046,2048,-32,0,0,33,118,0,END
3202,2046,2048,-32,0,1,33,118,0,END
3203,2046,2048,-32,0,1,33,118,0,END
3204,2046,2048,-32,0,0,33,118,0,END
3205,2046,2048,-32,0,1,33,118,0,END
3206,2046,2048,-32,0,1,33,118,0,END
3207,2046,2048,-32,0,0,33,118,0,END
3208,2046,2048,-32,0,1,33,118,0,END
3209,2046,2048,-32,0,1,33,118,0,END
3210,2046,2048,-32,0,0,33,118,0,END
3211,2046,2048,-32,0,0,33,118,0,END
3212,2046,2048,-32,0,1,33,118,0,END
3213,2046,2048,-32,0,0,33,118,0,END
3214,2046,2048,-32,0,1,33,118,0,END
3215,2046,2048,-32,0,1,33,118,0,END
3216,2046,2048,-32,0,1,33,118,0,END
3217,2046,2048,-32,0,1,33,118,0,END
3218,2046,2048,-32,0,0,33,118,0,END
3219,2046,2048,-32,0,1,33,118,0,END
3220,2046,2048,-32,0,0,33,118,0,END
3221,2046,2048,-32,0,1,33,118,0,END
3222,2046,2048,-32,0,1,33,118,0,END
3223,2046,2048,-32,0,1,33,118,0,END
3224,2046,2048,-32,0,1,33,118,0,END
3225,2046,2048,-32,0,1,33,118,0,END
3226,2046,2048,-32,0,1,33,118,0,END
3227,2046,2048,-32,0,1,33,118,0,END
3228,2046,2048,-32,0,0,33,118,0,END
3229,2046,2048,-32,0,1,33,118,0,END
3230,2046,2048,-32,0,1,33,118,0,END
3231,2046,2048,-32,0,1,33,118,0,END
3232,2046,2048,-32,0,1,33,118,0,END
3233,2046,2048,-32,0,1,33,118,0,END
3234,2046,2048,-32,0,1,33,118,0,END
3235,2046,2048,-32,0,1,33,118,0,END
3236,2046,2048,-32,0,1,33,118,0,END
3237,2046,2048,-32,0,1,33,118,0,END
3238,2046,2048,-32,0,0,33,118,0,END
3239,2046,2048,-32,0,0,33,118,0,END
3240,2046,2048,-32,0,0,33,118,0,END
3241,2046,2048,-32,0,1,33,118,0,END
3242,2046,2048,-32,0,0,33,118,0,END
3243,2046,2048,-32,0,1,33,118,0,END
3244,2046,2048,-32,0,1,33,118,0,END
3245,2046,2048,-32,0,1,33,118,0,END
3246,2046,2048,-32,0,1,33,118,0,END
3247,2046,2048,-32,0,0,33,118,0,END
3248,2046,2048,-32,0,1,33,118,0,END
3249,2046,2048,-32,0,1,33,118,0,END
3250,2046,2048,-32,0,1,33,118,0,END
3251,2046,2048,-32,0,1,33,118,0,END
3252,2046,2048,-32,0,0,33,118,0,END
3253,2046,2048,-32,0,1,33,118,0,END
3254,2046,2048,-32,0,1,33,118,0,END
3255,2046,2048,-32,0,1,33,118,0,END
3256,2046,2048,-32,0,1,33,118,0,END
3257,2046,2048,-32,0,0,33,118,0,END
3258,2046,2048,-32,0,0,33,118,0,END
3259,2046,2048,-32,0,1,33,118,0,END
3260,2046,2048,-32,0,1,33,118,0,END
3261,2046,2048,-32,0,1,33,118,0,END
3262,2046,2048,-32,0,0,33,118,0,END
3263,2046,2048,-32,0,0,33,118,0,END
3264,2046,2048,-32,0,1,33,118,0,END
3265,2046,2048,-32,0,1,33,118,0,END
3266,2046,2048,-32,0,0,33,118,0,END
3267,2046,2048,-32,0,0,33,118,0,END
3268,2046,2048,-32,0,0,33,118,0,END
3269,2046,2048,-32,0,1,33,118,0,END
3270,2046,2048,-32,0,1,33,118,0,END
3271,2046,2048,-32,0,0,33,118,0,END
3272,2046,2048,-32,0,1,33,118,0,END
3273,2046,2048,-32,0,1,33,118,0,END
3274,2046,2048,-32,0,1,33,118,0,END
3275,2046,2048,-32,0,1,33,118,0,END
3276,2046,2048,-32,0,1,33,118,0,END
3277,2046,2048,-32,0,1,33,118,0,END
3278,2046,2048,-32,0,0,33,118,0,END
3279,2046,2048,-32,0,0,33,118,0,END
